,0,1,2
0,0.8,0.8,0.500000008804668
1,0.8111746031746032,0.7908571424993659,1.000000015941284
2,0.8218178789804488,0.7609302344406806,1.3246187778527212
3,0.8319435390789611,0.7156514592947562,1.235139292230797
4,0.8415665083970189,0.6733055965415191,1.1495434541150995
5,0.8507026654045796,0.6355047844947023,1.072783124372109
6,0.8593686077268934,0.602758513240876,1.0067934878241147
7,0.8675814427269114,0.5748519521161033,0.9514235886748893
8,0.8753586022177517,0.5512336484598763,0.9054988695096022
9,0.8827176801169621,0.5312657798050374,0.8675395601127394
10,0.8896762916147241,0.5143464309016667,0.8361219895791056
11,0.8962519522785531,0.4999542415162047,0.8100151949962846
12,0.9024619754402886,0.4876553561761497,0.7882065720645528
13,0.9083233861918292,0.47709523426235684,0.7698824952773428
14,0.9138528503406962,0.46798607326156233,0.7543956060951661
15,0.9190666167336448,0.460094333377764,0.7412320081768834
16,0.923980471436656,0.45322991991428097,0.7299829436936663
17,0.928609702354935,0.447237332088034,0.7203218535250823
18,0.9329690729808007,0.4419886158502349,0.7119863538979114
19,0.937072804065718,0.43737782165384465,0.7047642753152752
20,0.9409345621214966,0.43331666412766956,0.6984829073980192
21,0.9445674537621076,0.42973112166289057,0.6930007177906663
22,0.9479840249997092,0.42655876409640026,0.6882009606371451
23,0.9511962647049896,0.4237466427059659,0.683986722912709
24,0.9542156115320084,0.42124961481139994,0.6802770651574471
25,0.9570529636909048,0.41902900530235876,0.6770039973863038
26,0.9597186910279947,0.4170515305260082,0.674110094952956
27,0.9622226489419635,0.41528842754721396,0.6715466072095617
28,0.9645741937272998,0.4137147450966205,0.6692719477190152
29,0.9667821989921386,0.41230876257802307,0.6672504815852666
30,0.9688550728476754,0.4110515111195351,0.6654515455088917
31,0.9708007756107211,0.4099263764344308,0.6638486512035575
32,0.9726268378002296,0.4089187676658517,0.662418834123986
33,0.9743403782432067,0.40801583976672623,0.6611421180148713
34,0.9759481221357313,0.40720625956660833,0.6600010722968459
35,0.9774564189313147,0.40648000768994336,0.6589804442779682
36,0.9788712599518842,0.405828210056651,0.6580668519992117
37,0.9801982956366725,0.4052429939214518,0.6572485264727296
38,0.9814428523615695,0.4047173643723557,0.6565150943621862
39,0.9826099487763507,0.404245097970999,0.6558573939419433
40,0.9837043116199331,0.4038206508234062,0.6552673185738479
41,0.9847303909846666,0.40343907885380054,0.654737683045408
42,0.9856923750098887,0.403095968442723,0.6542621089883026
43,0.9865942039927512,0.4027873759042835,0.6538349262925588
44,0.9874395839108581,0.4025097745315666,0.6534510879883801
45,0.9882319993566933,0.4022600081462607,0.6531060965145509
46,0.9889747258883133,0.40203525025799064,0.6527959396527829
47,0.9896708418044573,0.4018329680780812,0.6525170346992677
48,0.9903232393552059,0.4016508907474327,0.6522661796821093
49,0.9909346354016847,0.40148698123350746,0.6520405106271758
50,0.9915075815401639,0.40133941143079005,0.6518374640338773
51,0.9920444737073134,0.40120654006544393,0.6516547438532407
52,0.9925475612844039,0.4010868930605977,0.6514902923688076
53,0.9930189557189614,0.40097914606565166,0.651342264470622
54,0.9934606386828273,0.4008821088927252,0.651209004887314
55,0.9938744697857984,0.4007947116371096,0.6510890280037714
56,0.994262193864056,0.4007159922873565,0.6509809999443364
57,0.9946254478624743,0.4006450856552354,0.6508837226456236
58,0.9949657673296514,0.40058121347691633,0.6507961196803963
59,0.9952845925441609,0.4005236755549205,0.6507172236256131
60,0.9955832742900911,0.40047184182609435,0.6506461647947115
61,0.9958630792994465,0.40042514525447714,0.6505821611772364
62,0.9961251953784463,0.4003830754597627,0.6505245094486485
63,0.9963707362341767,0.40034517300236355,0.650472576930124
64,0.9966007460174502,0.4003110242550911,0.6504257943927874
65,0.9968162035971114,0.4002802567993502,0.6503836496134736
66,0.9970180265803972,0.4002525352906692,0.6503456816001046
67,0.9972070750933346,0.4002275577444708,0.6503114754143042
68,0.9973841553345341,0.4002050521983579,0.6502806575272124
69,0.9975500229151159,0.4001847737119229,0.6502528916517385
70,0.9977053859969044,0.40016650166928,0.6502278750008685
71,0.9978509082404295,0.40015003735323235,0.6502053349272533
72,0.9979872115736983,0.4001352017632794,0.6501850259042262
73,0.9981148787921399,0.40012183365259424,0.650166726812753
74,0.9982344559995885,0.40010978776170686,0.6501502385026519
75,0.998346454899644,0.40009893322894446,0.6501353815998238
76,0.9984513549462526,0.400089152159749,0.6501219945342415
77,0.9985496053618677,0.40008033833883566,0.6501099317661184
78,0.9986416270310913,0.4000723960708041,0.6500990621900536
79,0.9987278142772581,0.40006523913628717,0.6500892676990636
80,0.9988085365290039,0.40005878985204,0.650080441892291
81,0.9988841398834613,0.40005297822455127,0.6500724889118604
82,0.998954948572346,0.40004774118781594,0.6500653223958509
83,0.9990212663368376,0.4000430219168565,0.6500588645356892
84,0.999083377716812,0.40003876920942777,0.65005304522747
85,0.9991415492596635,0.40003493692910425,0.6500478013077735
86,0.9991960306536436,0.4000314835036313,0.6500430758655147
87,0.9992470557903529,0.4000283714730376,0.6500388176222162
88,0.9992948437607481,0.4000255670825559,0.6500349803738616
89,0.9993395997887654,0.4000230399158969,0.6500315224881857
